Soil_Type,Crop_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Level,Rainfall,Temperature,Recommended_Fertilizer
Loamy,Wheat,6.9,72,45,48,21.8,217,27.7,Urea
Loamy,Maize,8.2,112,36,36,30.7,110,23.5,10-26-26
Silty,Soybean,5.4,65,25,65,16.6,207,26.6,10-26-26
Sandy,Wheat,7.5,106,22,60,22.6,202,19.2,10-26-26
Clay,Rice,7.4,69,22,54,30.1,127,22.9,10-26-26
Clay,Soybean,7.2,48,35,57,20.7,237,33.1,10-26-26
Loamy,Cotton,7.9,58,48,68,23.1,90,29.8,10-26-26
Chalky,Sugarcane,8.0,64,33,76,22.4,161,23.3,Urea
Peaty,Rice,7.5,59,41,46,15.5,124,24.6,10-26-26
Loamy,Cotton,8.0,65,23,55,28.1,177,24.9,10-26-26
Sandy,Maize,5.4,104,24,44,18.9,127,22.8,10-26-26
Chalky,Wheat,5.2,82,48,31,28.6,192,22.3,10-26-26
Clay,Soybean,6.3,71,58,63,19.6,153,34.7,Vermicompost
Sandy,Wheat,6.1,110,40,33,12.0,108,19.5,10-26-26
Chalky,Rice,6.9,92,53,64,25.0,84,25.1,NPK
Peaty,Barley,6.2,61,40,53,11.3,89,26.8,DAP
Clay,Barley,6.5,69,20,54,13.7,80,19.8,10-26-26
Peaty,Rice,5.0,89,56,37,12.5,137,28.4,10-26-26
Chalky,Rice,5.3,112,54,34,16.3,85,21.0,10-26-26
Chalky,Soybean,8.3,100,56,71,31.4,178,21.9,10-26-26
Chalky,Sugarcane,5.8,89,48,77,15.2,140,26.4,NPK
Chalky,Cotton,4.6,118,36,52,26.8,242,26.9,Compost
Silty,Cotton,8.1,59,49,64,14.1,172,31.7,10-26-26
Sandy,Wheat,7.7,76,60,76,13.2,124,24.8,Urea
Silty,Maize,5.2,60,43,77,16.4,85,22.5,Compost
Silty,Soybean,6.7,78,29,32,20.3,197,34.1,10-26-26
Silty,Barley,5.0,109,34,55,34.3,112,21.9,Compost
Chalky,Maize,7.6,66,45,56,18.5,186,20.4,DAP
Silty,Barley,7.9,97,48,54,17.7,198,29.2,Urea
Loamy,Maize,6.8,81,45,38,21.8,215,26.4,10-26-26
Sandy,Wheat,7.4,67,32,66,12.2,129,29.4,NPK
Chalky,Soybean,8.1,119,43,59,11.4,220,20.4,Compost
Loamy,Barley,7.4,79,33,55,20.9,116,24.9,Urea
Silty,Rice,5.0,109,48,49,22.7,239,20.2,Compost
Silty,Rice,6.4,65,33,51,29.1,221,22.4,DAP
Chalky,Cotton,6.4,106,47,41,34.8,193,29.7,DAP
Clay,Barley,7.9,66,44,66,20.4,250,31.1,DAP
Loamy,Barley,4.7,112,29,71,13.1,182,21.5,10-26-26
Peaty,Soybean,6.1,65,29,56,31.1,161,23.9,10-26-26
Silty,Wheat,7.1,56,51,50,27.7,236,28.0,10-26-26
Peaty,Sugarcane,5.9,120,22,73,24.4,104,23.8,10-26-26
Clay,Rice,4.8,42,20,33,34.8,164,20.2,10-26-26
Clay,Maize,4.8,85,32,77,32.0,118,23.1,Compost
Sandy,Maize,7.1,48,43,69,18.2,160,24.7,10-26-26
Peaty,Soybean,5.5,97,50,51,18.6,124,25.0,10-26-26
Loamy,Rice,7.4,111,30,39,22.8,121,34.0,10-26-26
Silty,Rice,4.7,108,59,56,22.6,120,27.9,Compost
Peaty,Sugarcane,8.2,120,50,74,11.2,151,27.7,NPK
Chalky,Soybean,7.9,71,27,72,16.0,117,32.9,10-26-26
Silty,Rice,4.6,45,28,54,28.3,201,33.9,10-26-26
Silty,Cotton,7.1,61,21,67,21.0,172,18.8,10-26-26
Silty,Sugarcane,8.2,113,31,58,21.8,85,18.5,NPK
Silty,Barley,7.3,112,42,51,22.0,101,20.1,Urea
Loamy,Rice,5.4,62,28,69,11.6,156,27.8,10-26-26
Chalky,Cotton,7.0,59,27,80,22.6,130,31.9,10-26-26
Chalky,Maize,7.9,77,25,52,25.4,234,18.2,10-26-26
Silty,Rice,7.3,119,57,56,20.4,123,27.6,NPK
Loamy,Soybean,7.1,72,32,62,18.8,151,33.6,Vermicompost
Clay,Cotton,5.0,80,30,33,26.8,246,18.1,10-26-26
Sandy,Barley,8.2,79,36,58,12.8,190,19.6,Urea
Loamy,Rice,5.8,74,49,72,19.3,100,21.6,10-26-26
Peaty,Rice,6.8,56,59,30,21.1,226,18.6,10-26-26
Clay,Maize,5.8,88,32,60,30.3,177,29.7,Compost
Clay,Barley,7.4,74,44,51,27.5,173,23.3,Urea
Peaty,Soybean,4.9,94,46,75,16.8,167,32.1,Compost
Sandy,Maize,8.4,73,55,42,22.3,205,18.2,DAP
Loamy,Maize,5.1,50,48,72,18.1,101,27.8,10-26-26
Chalky,Maize,4.8,105,27,31,33.6,112,24.2,10-26-26
Clay,Wheat,8.2,49,31,53,29.5,96,30.8,10-26-26
Sandy,Sugarcane,6.9,70,25,34,25.7,82,28.8,10-26-26
Chalky,Rice,7.0,83,59,34,23.8,119,34.8,10-26-26
Peaty,Barley,7.4,98,60,51,29.4,250,32.8,Urea
Clay,Sugarcane,5.4,55,23,75,12.1,115,26.2,10-26-26
Sandy,Barley,6.6,50,31,35,30.7,103,25.5,10-26-26
Clay,Cotton,6.8,69,33,33,23.2,100,18.6,10-26-26
Silty,Maize,7.0,120,53,42,30.7,201,20.7,DAP
Sandy,Barley,6.9,103,58,75,24.8,127,20.8,Urea
Silty,Maize,5.0,115,23,58,34.5,127,24.7,10-26-26
Peaty,Rice,5.4,50,31,42,14.3,147,29.3,10-26-26
Sandy,Sugarcane,6.9,113,32,74,26.1,111,19.5,NPK
Chalky,Soybean,8.1,49,32,41,19.7,162,23.3,10-26-26
Sandy,Wheat,6.3,90,60,67,19.8,155,32.7,Urea
Peaty,Cotton,8.2,104,60,48,17.6,135,32.7,DAP
Silty,Maize,7.6,84,35,63,33.3,81,22.2,NPK
Chalky,Maize,6.8,76,30,34,16.9,95,32.0,10-26-26
Clay,Cotton,4.5,84,23,69,24.1,190,23.8,10-26-26
Clay,Barley,5.8,97,20,77,26.1,102,32.5,10-26-26
Loamy,Sugarcane,6.9,86,58,73,31.3,96,22.5,NPK
Peaty,Maize,6.6,80,48,52,21.3,202,18.2,DAP
Loamy,Cotton,6.7,78,51,50,26.5,219,28.1,DAP
Chalky,Wheat,7.4,69,57,40,24.3,90,19.1,NPK
Loamy,Cotton,5.0,99,49,50,24.9,183,22.7,Compost
Silty,Soybean,4.8,99,48,39,20.7,116,27.4,10-26-26
Chalky,Soybean,5.8,89,46,31,28.0,115,28.9,10-26-26
Loamy,Cotton,5.8,120,29,55,28.9,173,29.0,10-26-26
Clay,Cotton,7.0,62,29,67,23.8,127,18.2,10-26-26
Sandy,Rice,7.3,42,45,60,19.4,118,34.0,10-26-26
Loamy,Maize,7.8,65,21,61,24.7,180,22.3,10-26-26
Sandy,Maize,5.3,110,37,44,18.5,128,26.1,Compost
Silty,Sugarcane,5.7,103,47,57,22.9,120,20.8,NPK
Silty,Barley,8.4,47,42,36,12.7,97,33.8,10-26-26
Loamy,Barley,8.2,101,58,48,23.1,116,30.3,Urea
Sandy,Sugarcane,6.2,103,33,56,25.8,205,23.8,NPK
Clay,Maize,5.7,120,30,51,24.5,241,26.5,10-26-26
Chalky,Sugarcane,6.8,94,59,37,17.2,233,24.2,10-26-26
Sandy,Sugarcane,4.8,76,41,76,11.3,175,22.3,Compost
Chalky,Soybean,4.8,56,43,66,12.6,201,31.8,10-26-26
Clay,Rice,4.7,97,43,56,26.5,143,22.6,Compost
Sandy,Maize,8.0,69,40,70,22.1,201,23.2,10-26-26
Peaty,Maize,6.6,113,41,74,19.5,129,27.6,DAP
Sandy,Maize,5.0,120,56,44,34.9,231,25.2,Compost
Peaty,Wheat,5.9,71,51,66,27.8,200,24.2,Urea
Clay,Maize,7.8,105,26,54,21.4,117,30.2,10-26-26
Peaty,Maize,4.9,50,53,61,31.2,198,30.5,10-26-26
Peaty,Barley,5.3,74,24,58,13.6,179,23.4,10-26-26
Sandy,Soybean,8.4,75,29,53,16.4,95,25.8,10-26-26
Silty,Wheat,4.6,68,60,30,19.9,163,27.7,10-26-26
Loamy,Soybean,8.3,119,50,65,22.9,117,31.9,10-26-26
Loamy,Cotton,6.7,80,58,64,11.0,131,23.4,DAP
Chalky,Wheat,6.8,116,58,37,33.8,155,32.6,10-26-26
Chalky,Rice,5.4,64,53,62,15.5,152,21.4,Compost
Sandy,Soybean,8.2,88,47,74,31.3,82,31.2,10-26-26
Loamy,Wheat,6.1,58,38,31,22.6,87,25.9,10-26-26
Chalky,Barley,5.5,93,25,53,22.6,199,18.5,10-26-26
Sandy,Cotton,5.0,120,44,65,32.2,120,30.8,Compost
Peaty,Cotton,6.2,80,26,47,22.9,196,24.3,10-26-26
Loamy,Wheat,7.5,117,49,48,29.6,121,31.0,Urea
Peaty,Wheat,7.4,81,21,37,15.1,93,23.7,10-26-26
Loamy,Sugarcane,6.4,101,43,39,18.3,160,30.8,10-26-26
Chalky,Cotton,5.8,110,21,70,13.5,191,24.8,10-26-26
Chalky,Maize,8.4,90,31,50,15.6,236,28.4,Urea
Chalky,Maize,6.2,81,56,78,11.8,225,26.3,DAP
Clay,Sugarcane,7.3,47,28,61,22.8,96,32.8,10-26-26
Clay,Wheat,5.7,59,26,63,12.2,121,33.9,10-26-26
Chalky,Wheat,6.0,51,43,52,24.4,166,31.5,10-26-26
Clay,Cotton,5.8,83,24,61,27.9,182,20.3,10-26-26
Peaty,Rice,5.7,107,46,71,13.6,181,31.8,NPK
Chalky,Wheat,5.4,110,25,43,27.9,194,34.0,10-26-26
Sandy,Rice,6.6,73,34,45,23.5,94,25.8,NPK
Chalky,Sugarcane,5.8,43,23,71,21.9,137,28.2,10-26-26
Silty,Rice,8.4,45,34,78,33.4,139,32.7,10-26-26
Sandy,Soybean,8.1,57,52,50,21.7,162,29.2,10-26-26
Silty,Soybean,8.1,90,21,62,19.8,154,34.3,10-26-26
Silty,Rice,6.2,93,55,34,25.0,90,30.1,10-26-26
Sandy,Sugarcane,8.3,44,33,44,16.1,229,30.7,10-26-26
Silty,Rice,6.6,84,25,67,16.7,174,31.2,10-26-26
Peaty,Soybean,6.7,61,45,43,26.5,118,23.5,Vermicompost
Clay,Barley,6.4,119,38,47,25.4,222,24.9,Urea
Loamy,Sugarcane,5.3,89,30,42,34.0,235,26.7,Compost
Loamy,Maize,7.4,65,40,46,20.3,180,24.0,Urea
Chalky,Maize,6.1,97,21,58,20.2,234,27.3,10-26-26
Chalky,Barley,6.7,105,45,43,22.4,127,20.3,Urea
Clay,Rice,6.5,89,26,77,14.2,132,20.1,10-26-26
Sandy,Soybean,8.2,112,39,74,25.1,134,29.2,Vermicompost
Loamy,Maize,6.1,99,23,71,32.7,240,28.8,10-26-26
Sandy,Sugarcane,7.6,72,33,62,19.2,86,34.3,10-26-26
Clay,Wheat,7.8,63,41,43,31.3,207,20.9,NPK
Silty,Barley,5.6,81,49,55,17.1,234,22.6,Urea
Sandy,Cotton,7.9,101,55,68,10.8,153,19.3,DAP
Chalky,Soybean,5.6,71,24,69,15.0,107,21.9,10-26-26
Clay,Soybean,7.7,43,59,33,24.1,82,18.1,10-26-26
Loamy,Rice,6.2,78,48,54,20.2,225,19.9,DAP
Clay,Rice,7.2,87,33,71,27.6,128,30.3,NPK
Silty,Barley,7.4,87,24,47,10.0,186,34.2,10-26-26
Chalky,Rice,7.8,78,22,37,32.6,157,18.3,10-26-26
Sandy,Maize,8.2,98,33,37,30.2,242,32.2,10-26-26
Chalky,Barley,4.9,43,50,41,28.5,83,34.3,10-26-26
Clay,Rice,7.2,70,49,67,24.3,222,34.1,10-26-26
Loamy,Rice,6.3,112,50,34,25.0,119,26.1,10-26-26
Sandy,Rice,8.2,90,44,31,11.9,89,26.5,10-26-26
Silty,Cotton,7.2,99,46,41,29.8,83,27.9,DAP
Peaty,Rice,8.1,48,37,75,33.5,152,19.1,10-26-26
Chalky,Cotton,6.1,65,37,31,10.6,149,23.6,10-26-26
Sandy,Wheat,6.6,97,20,71,32.8,91,32.4,10-26-26
Peaty,Soybean,5.0,95,55,74,12.3,205,28.0,Compost
Sandy,Barley,6.6,46,38,53,16.7,102,33.3,10-26-26
Peaty,Maize,8.2,98,50,64,20.1,121,33.1,DAP
Loamy,Barley,6.0,87,55,64,28.4,117,26.1,Urea
Loamy,Barley,5.0,84,46,41,33.2,228,25.7,Compost
Silty,Maize,7.4,99,42,79,19.2,154,18.3,DAP
Sandy,Soybean,4.9,103,54,56,22.4,172,29.7,Compost
Silty,Rice,5.8,117,36,38,27.4,165,29.9,10-26-26
Loamy,Barley,7.3,99,48,78,22.3,218,33.6,Urea
Chalky,Wheat,6.5,45,41,62,21.3,240,21.4,10-26-26
Sandy,Sugarcane,5.7,83,54,70,11.1,120,28.8,NPK
Peaty,Wheat,5.5,66,45,35,17.6,187,31.1,10-26-26
Clay,Sugarcane,5.8,109,22,63,16.1,106,20.9,10-26-26
Peaty,Rice,7.6,72,55,72,13.2,122,25.7,NPK
Sandy,Barley,6.5,82,51,37,27.2,163,28.8,10-26-26
Chalky,Soybean,7.7,87,55,55,11.1,213,23.0,NPK
Silty,Wheat,5.6,113,42,77,13.7,184,22.9,Urea
Chalky,Soybean,5.7,53,34,70,23.0,244,29.3,10-26-26
Silty,Wheat,6.0,64,20,80,28.0,209,23.7,10-26-26
Clay,Cotton,5.7,58,24,74,23.5,158,18.4,10-26-26
Sandy,Soybean,4.8,91,39,43,20.4,218,34.0,Compost
Chalky,Rice,7.4,64,21,31,12.2,87,32.4,10-26-26
Loamy,Rice,7.4,66,31,79,25.3,98,31.9,Urea
Loamy,Cotton,6.1,55,47,52,15.5,249,26.7,10-26-26
Silty,Rice,6.7,116,39,51,23.5,179,27.6,NPK
Loamy,Wheat,8.3,78,47,69,32.6,230,32.9,Urea
Silty,Barley,7.7,118,57,32,33.6,205,19.7,10-26-26
Clay,Cotton,5.6,80,42,31,22.4,145,32.4,10-26-26
Chalky,Cotton,6.5,89,54,79,28.7,105,20.4,DAP
Silty,Barley,5.5,115,59,52,28.3,205,20.8,Urea
Clay,Cotton,5.9,44,51,78,16.6,102,23.9,10-26-26
Silty,Maize,7.3,109,25,35,19.2,142,27.4,10-26-26
Chalky,Soybean,4.9,120,26,59,30.1,177,24.3,10-26-26
Chalky,Maize,7.1,70,58,60,28.1,88,21.6,DAP
Loamy,Maize,8.0,110,48,43,25.4,237,25.3,DAP
Silty,Rice,5.2,41,28,67,33.6,87,30.8,10-26-26
Peaty,Cotton,5.3,48,52,41,18.4,198,31.8,10-26-26
Loamy,Barley,7.3,112,44,64,29.1,247,25.5,Urea
Chalky,Rice,7.4,72,57,37,19.7,212,21.6,10-26-26
Silty,Wheat,7.0,97,38,40,34.4,90,23.3,Urea
Loamy,Sugarcane,6.3,82,47,37,26.9,119,27.2,10-26-26
Clay,Wheat,7.9,101,51,45,29.0,81,19.0,Urea
Silty,Soybean,8.5,62,44,32,28.8,157,32.7,10-26-26
Sandy,Wheat,7.1,83,57,61,31.4,138,19.9,Urea
Chalky,Cotton,5.9,54,26,40,31.9,115,21.4,10-26-26
Sandy,Barley,4.8,117,56,31,29.7,192,32.2,10-26-26
Silty,Maize,5.2,95,21,75,31.4,214,29.7,10-26-26
Chalky,Maize,6.6,109,26,56,30.8,201,25.1,10-26-26
Clay,Maize,5.3,95,55,74,17.1,188,26.6,Compost
Clay,Rice,6.6,51,36,72,30.1,171,31.5,10-26-26
Silty,Cotton,6.8,104,35,38,29.5,110,21.3,10-26-26
Clay,Wheat,4.7,51,56,41,31.8,250,19.3,10-26-26
Sandy,Cotton,5.5,109,43,65,27.4,147,25.0,DAP
Silty,Rice,8.0,63,57,56,17.4,109,18.2,Vermicompost
Clay,Wheat,5.7,65,29,49,24.5,114,24.4,10-26-26
Chalky,Barley,6.6,90,20,53,31.9,95,33.5,10-26-26
Peaty,Soybean,5.6,41,27,63,21.6,250,27.3,10-26-26
Loamy,Sugarcane,8.3,107,20,49,35.0,115,22.0,10-26-26
Loamy,Wheat,7.4,101,33,42,19.5,249,18.1,Urea
Silty,Cotton,4.5,101,33,36,21.5,124,26.3,10-26-26
Silty,Sugarcane,4.6,120,54,34,27.2,117,23.0,10-26-26
Chalky,Wheat,6.7,105,29,78,17.5,97,20.8,10-26-26
Silty,Sugarcane,6.1,49,56,40,15.8,143,27.1,10-26-26
Chalky,Soybean,5.3,92,60,53,22.7,137,20.7,Compost
Loamy,Cotton,7.2,47,47,32,28.8,162,19.9,10-26-26
Silty,Rice,6.4,64,43,55,11.8,195,28.2,Vermicompost
Sandy,Barley,5.6,56,50,69,23.2,210,26.8,10-26-26
Silty,Barley,8.2,60,35,68,23.7,213,27.9,10-26-26
Silty,Soybean,6.1,49,47,68,33.7,87,31.2,10-26-26
Silty,Rice,5.6,111,25,75,31.1,117,25.4,10-26-26
Chalky,Rice,7.8,87,37,55,30.6,151,21.2,NPK
Silty,Barley,7.3,83,39,64,17.3,234,23.1,Urea
Loamy,Maize,5.7,100,52,61,28.1,178,21.9,DAP
Chalky,Sugarcane,4.5,111,58,68,27.9,249,20.9,Compost
Peaty,Wheat,4.9,100,41,35,15.9,205,24.5,10-26-26
Loamy,Sugarcane,6.4,106,59,70,11.1,96,34.5,NPK
Loamy,Barley,7.4,74,37,48,18.1,232,23.4,Urea
Peaty,Wheat,6.3,80,40,45,25.7,224,20.5,Urea
Sandy,Maize,5.3,79,32,51,31.5,212,22.4,Compost
Chalky,Cotton,6.0,75,36,68,31.8,188,29.3,NPK
Chalky,Wheat,5.9,118,28,79,27.1,155,18.3,10-26-26
Sandy,Barley,7.4,86,54,65,22.2,162,31.8,Urea
Sandy,Soybean,8.3,99,57,63,33.1,124,33.5,Urea
Chalky,Barley,6.5,77,60,45,19.0,132,25.9,Urea
Peaty,Soybean,7.3,83,31,71,32.1,207,21.5,10-26-26
Sandy,Cotton,8.2,101,37,66,30.4,197,34.6,Vermicompost
Loamy,Wheat,8.0,72,58,34,17.0,144,19.8,10-26-26
Clay,Cotton,4.9,110,45,30,17.3,97,28.4,10-26-26
Sandy,Soybean,7.7,72,51,59,32.5,220,28.6,Vermicompost
Loamy,Sugarcane,4.5,112,46,42,14.7,148,19.7,Compost
Clay,Cotton,6.0,120,51,68,22.5,107,18.7,DAP
Silty,Cotton,5.9,89,40,37,14.5,115,29.0,10-26-26
Sandy,Rice,6.4,86,23,32,22.4,97,25.3,10-26-26
Loamy,Rice,8.3,110,54,47,15.4,112,26.8,NPK
Clay,Barley,7.4,94,33,32,23.9,249,33.8,10-26-26
Peaty,Rice,6.0,41,27,51,21.6,239,19.5,10-26-26
Chalky,Maize,6.9,76,47,45,17.2,139,20.7,DAP
Sandy,Sugarcane,6.7,117,56,78,23.3,148,19.3,NPK
Peaty,Maize,7.3,70,29,31,25.6,221,21.2,10-26-26
Peaty,Maize,6.4,68,30,54,28.0,132,27.0,Vermicompost
Peaty,Rice,6.1,60,25,66,18.1,237,28.4,10-26-26
Loamy,Soybean,8.3,102,27,36,26.8,143,19.3,10-26-26
Silty,Wheat,6.3,70,49,69,32.3,122,19.6,DAP
Sandy,Maize,8.5,53,20,45,33.7,158,19.3,10-26-26
Silty,Sugarcane,8.2,116,44,58,19.1,134,32.4,NPK
Sandy,Rice,6.2,50,46,75,21.0,193,28.8,10-26-26
Silty,Wheat,7.6,89,59,78,10.8,177,28.1,Urea
Clay,Sugarcane,5.2,74,33,73,18.6,205,23.9,Compost
Silty,Soybean,6.4,107,41,50,18.4,85,19.8,Compost
Peaty,Sugarcane,5.1,89,48,68,10.8,132,26.0,Compost
Loamy,Wheat,8.3,49,58,74,12.9,176,34.1,10-26-26
Sandy,Soybean,7.4,91,33,43,25.9,160,29.0,10-26-26
Silty,Maize,7.8,71,38,44,12.7,177,26.6,Vermicompost
Silty,Rice,7.3,112,35,71,24.7,96,32.2,NPK
Silty,Barley,4.8,42,44,66,27.3,168,27.1,10-26-26
Loamy,Cotton,6.0,42,51,57,18.5,194,28.6,10-26-26
Silty,Rice,8.1,95,36,52,22.4,138,32.0,NPK
Loamy,Maize,6.1,73,50,40,12.6,123,19.0,DAP
Sandy,Soybean,4.7,114,53,68,19.5,215,23.7,Compost
Sandy,Soybean,7.4,44,44,53,28.6,92,18.9,10-26-26
Sandy,Rice,5.4,60,25,69,16.9,221,27.3,10-26-26
Clay,Maize,5.1,50,53,46,13.3,195,34.0,10-26-26
Sandy,Maize,7.7,58,47,47,14.5,127,24.9,10-26-26
Sandy,Cotton,5.9,79,30,63,29.8,97,26.7,DAP
Clay,Sugarcane,5.0,46,56,71,28.5,125,24.7,10-26-26
Loamy,Sugarcane,5.6,100,47,40,19.4,140,26.5,NPK
Clay,Soybean,5.9,65,58,75,16.0,99,24.8,Urea
Clay,Maize,4.6,62,54,37,29.3,198,20.9,10-26-26
Peaty,Soybean,4.7,87,31,39,26.3,216,31.2,10-26-26
Sandy,Wheat,7.8,41,40,40,22.3,149,21.5,10-26-26
Peaty,Soybean,7.4,42,52,62,27.5,94,22.2,10-26-26
Silty,Wheat,8.1,61,23,60,12.6,119,34.7,10-26-26
Sandy,Wheat,7.9,117,43,66,27.2,151,34.0,Urea
Silty,Wheat,7.4,98,31,75,14.8,108,25.5,Urea
Chalky,Wheat,4.8,60,60,68,19.7,90,30.6,Compost
Clay,Cotton,6.0,57,20,48,18.3,197,28.1,10-26-26
Peaty,Soybean,8.0,102,45,65,11.2,218,24.6,NPK
Silty,Sugarcane,5.1,99,53,52,27.4,235,19.8,Compost
Peaty,Barley,7.2,91,36,63,17.2,184,21.4,Urea
Sandy,Sugarcane,8.2,103,28,32,10.5,132,25.4,10-26-26
Clay,Sugarcane,4.6,87,39,37,22.1,234,26.5,10-26-26
Silty,Cotton,5.8,88,39,53,13.3,86,24.4,10-26-26
Silty,Wheat,7.2,42,33,57,29.6,243,27.0,10-26-26
Sandy,Cotton,6.9,115,28,71,15.0,157,22.9,10-26-26
Silty,Wheat,5.1,58,21,44,16.2,192,21.8,10-26-26
Loamy,Cotton,6.6,91,49,75,24.1,199,34.1,DAP
Loamy,Wheat,5.3,99,28,56,26.0,93,31.9,10-26-26
Sandy,Wheat,6.7,52,38,53,16.4,93,22.5,10-26-26
Loamy,Cotton,4.7,89,47,34,17.6,233,30.7,10-26-26
Loamy,Maize,4.7,105,55,60,15.5,90,30.0,Compost
Silty,Rice,7.6,85,41,42,21.4,159,29.9,NPK
Peaty,Wheat,6.1,41,26,39,14.0,223,24.8,10-26-26
Loamy,Rice,6.8,43,52,43,33.7,241,19.2,10-26-26
Peaty,Maize,6.5,43,48,55,18.2,165,26.6,10-26-26
Peaty,Cotton,4.6,84,59,50,17.8,152,31.9,Compost
Loamy,Rice,6.7,106,57,37,21.3,192,22.9,10-26-26
Silty,Cotton,5.7,105,22,72,19.6,220,32.2,10-26-26
Chalky,Barley,8.4,112,52,34,21.0,119,24.7,10-26-26
Silty,Maize,7.9,96,60,47,20.7,116,27.4,DAP
Sandy,Soybean,5.4,65,25,69,28.6,178,27.0,10-26-26
Loamy,Cotton,7.7,68,22,32,29.5,157,21.7,10-26-26
Clay,Wheat,7.4,64,46,66,30.0,129,23.9,Compost
Sandy,Cotton,5.2,110,56,46,10.1,133,25.7,Compost
Clay,Rice,5.9,60,22,46,23.9,203,21.2,10-26-26
Clay,Wheat,7.9,99,30,73,16.4,206,21.8,Urea
Clay,Rice,6.4,98,41,69,22.5,175,21.7,NPK
Silty,Maize,5.6,113,55,65,14.2,164,30.2,DAP
Chalky,Barley,7.6,81,53,39,21.6,250,30.1,10-26-26
Chalky,Soybean,7.4,115,53,73,13.5,151,34.4,Vermicompost
Sandy,Wheat,7.8,42,47,60,15.1,149,21.2,10-26-26
Loamy,Sugarcane,5.0,78,51,76,13.5,183,30.7,Compost
Clay,Sugarcane,6.4,78,36,36,29.6,117,30.7,10-26-26
Peaty,Wheat,6.9,68,35,59,27.2,119,18.3,Urea
Chalky,Sugarcane,5.7,104,43,56,25.9,182,18.2,NPK
Silty,Sugarcane,4.6,82,39,35,31.3,142,29.6,10-26-26
Sandy,Sugarcane,5.6,101,24,79,27.2,160,31.5,10-26-26
Clay,Cotton,5.7,91,47,39,10.9,186,33.9,10-26-26
Silty,Rice,5.9,82,43,37,12.7,158,26.4,10-26-26
Sandy,Cotton,7.6,102,45,67,15.5,134,22.6,DAP
Silty,Cotton,5.5,70,38,45,34.8,236,21.4,DAP
Loamy,Wheat,6.8,116,40,67,33.1,176,20.5,Urea
Clay,Rice,8.4,50,25,80,33.7,82,33.0,10-26-26
Sandy,Sugarcane,5.4,94,51,35,25.9,245,30.9,10-26-26
Sandy,Rice,8.4,40,50,41,14.5,88,31.0,10-26-26
Sandy,Maize,5.9,86,42,72,14.4,226,25.2,DAP
Clay,Rice,7.7,61,39,51,21.6,105,27.1,Urea
Peaty,Rice,8.5,45,59,30,20.0,129,28.5,10-26-26
Sandy,Cotton,6.0,102,26,47,19.8,231,29.8,10-26-26
Loamy,Sugarcane,8.3,107,24,69,23.6,152,31.1,10-26-26
Sandy,Rice,4.9,99,58,46,15.3,120,26.5,Compost
Chalky,Soybean,4.6,105,26,61,16.3,235,26.8,10-26-26
Sandy,Barley,4.6,76,22,55,16.6,166,26.7,10-26-26
Chalky,Wheat,6.8,100,48,52,33.1,210,29.0,Urea
Loamy,Maize,6.2,91,46,45,33.3,159,31.3,DAP
Chalky,Maize,5.3,66,35,59,13.3,118,29.5,Compost
Chalky,Wheat,6.7,44,25,33,29.7,230,30.6,10-26-26
Clay,Wheat,7.0,53,48,38,34.7,118,27.1,10-26-26
Chalky,Rice,5.0,76,41,74,30.7,161,22.3,Compost
Peaty,Wheat,7.6,101,47,56,33.9,111,29.8,Urea
Chalky,Barley,6.9,110,57,49,21.5,133,24.2,Urea
Silty,Barley,5.9,44,43,40,25.9,180,30.8,10-26-26
Sandy,Maize,7.2,48,23,32,15.0,144,26.4,10-26-26
Silty,Wheat,7.7,103,49,72,21.9,181,27.1,Urea
Chalky,Soybean,7.6,81,48,38,26.5,163,25.0,10-26-26
Chalky,Barley,8.1,94,40,78,14.1,225,34.9,Urea
Chalky,Wheat,5.0,40,30,46,10.4,186,33.1,10-26-26
Clay,Cotton,5.5,82,29,32,28.2,115,31.8,10-26-26
Sandy,Sugarcane,7.9,117,51,47,34.8,131,23.0,NPK
Chalky,Wheat,7.3,93,22,79,12.9,82,24.9,10-26-26
Chalky,Maize,7.9,83,59,53,19.2,166,28.0,DAP
Clay,Rice,6.5,101,52,42,26.1,134,34.5,NPK
Sandy,Maize,4.7,104,37,63,24.3,180,32.7,Compost
Peaty,Sugarcane,6.4,118,59,42,12.0,191,27.5,NPK
Chalky,Soybean,5.8,45,49,76,13.9,231,32.4,10-26-26
Peaty,Maize,6.6,108,49,32,33.3,152,31.7,10-26-26
Loamy,Rice,7.3,92,57,70,10.1,96,25.3,NPK
Silty,Soybean,5.3,93,49,68,32.8,226,21.0,Compost
Sandy,Maize,5.6,115,34,58,22.9,147,22.5,10-26-26
Chalky,Soybean,5.3,44,34,72,25.0,228,19.5,10-26-26
Loamy,Cotton,4.7,73,20,63,19.3,138,30.3,10-26-26
Clay,Wheat,6.7,97,35,55,20.6,80,27.6,Urea
Silty,Rice,6.0,49,37,64,33.4,219,18.9,10-26-26
Silty,Rice,7.2,104,60,80,32.3,158,31.7,NPK
Peaty,Barley,5.2,46,51,67,17.4,134,30.2,10-26-26
Peaty,Barley,4.8,110,38,79,30.3,109,30.2,Compost
Sandy,Cotton,7.4,111,41,41,12.5,219,30.2,DAP
Chalky,Wheat,7.2,41,47,35,30.8,164,18.7,10-26-26
Chalky,Wheat,4.6,101,21,36,19.3,113,20.5,10-26-26
